Data,Poziom,Zmiana,Opad,Temperatura,Rezerwuar_sniegu,Opad_efektywny,Snow_add_mm,Rain_part_mm,Melt_mm
1990-05-01,103.08,-0.01,19.5,14.3,2.3995592115030537e-10,19.500000000239957,0.0,19.5,2.3995592115030537e-10
1990-06-01,103.03,-0.05,111.4,16.7,1.1997796057515268e-10,111.40000000011999,0.0,111.4,1.1997796057515268e-10
1990-07-01,103.03,0.0,35.7,17.1,5.998898028757634e-11,35.700000000059994,0.0,35.7,5.998898028757634e-11
1990-08-01,102.99,-0.04,49.8,17.9,2.999449014378817e-11,49.80000000002999,0.0,49.8,2.999449014378817e-11
1990-09-01,102.93,-0.06,47.0,11.4,1.4997245071894086e-11,47.000000000015,0.0,47.0,1.4997245071894086e-11
1990-10-01,102.84,-0.09,42.2,9.3,7.498622535947043e-12,42.2000000000075,0.0,42.2,7.498622535947043e-12
1990-11-01,102.83,-0.01,41.2,4.6,3.749311267973521e-12,41.200000000003755,0.0,41.2,3.749311267973521e-12
1990-12-01,102.9,0.07,47.0,0.1,1.8746556339867607e-12,47.000000000001876,0.0,47.0,1.8746556339867607e-12
1991-01-01,102.93,0.03,12.7,0.6,9.373278169933803e-13,12.700000000000937,0.0,12.7,9.373278169933803e-13
1991-02-01,102.95,0.02,16.7,-4.1,16.700000000000937,0.0,16.7,0.0,0.0
1991-03-01,102.98,0.03,22.0,4.7,8.350000000000469,30.35000000000047,0.0,22.0,8.350000000000469
1991-04-01,103.0,0.02,22.7,8.1,4.175000000000234,26.875000000000234,0.0,22.7,4.175000000000234
1991-05-01,102.99,-0.01,43.3,10.0,2.087500000000117,45.38750000000012,0.0,43.3,2.087500000000117
1991-06-01,102.99,0.0,82.9,14.6,1.0437500000000586,83.94375000000007,0.0,82.9,1.0437500000000586
1991-07-01,102.96,-0.03,50.1,19.3,0.5218750000000293,50.62187500000003,0.0,50.1,0.5218750000000293
1991-08-01,102.85,-0.11,36.5,18.3,0.26093750000001464,36.76093750000001,0.0,36.5,0.26093750000001464
1991-09-01,102.82,-0.03,22.1,14.3,0.13046875000000732,22.230468750000007,0.0,22.1,0.13046875000000732
1991-10-01,102.77,-0.05,19.2,7.7,0.06523437500000366,19.265234375000002,0.0,19.2,0.06523437500000366
1991-11-01,102.76,-0.01,47.4,3.8,0.03261718750000183,47.4326171875,0.0,47.4,0.03261718750000183
1991-12-01,102.79,0.03,45.1,-0.4,0.016308593750000915,45.116308593750006,0.0,45.1,0.016308593750000915
1992-01-01,102.84,0.05,9.7,-0.3,0.008154296875000458,9.708154296875,0.0,9.7,0.008154296875000458
1992-02-01,102.86,0.02,19.8,2.0,0.004077148437500229,19.8040771484375,0.0,19.8,0.004077148437500229
1992-03-01,102.9,0.04,74.8,3.3,0.0020385742187501144,74.80203857421874,0.0,74.8,0.0020385742187501144
1992-04-01,102.92,0.02,7.8,7.9,0.0010192871093750572,7.801019287109375,0.0,7.8,0.0010192871093750572
1992-05-01,102.93,0.01,26.4,14.0,0.0005096435546875286,26.400509643554685,0.0,26.4,0.0005096435546875286
1992-06-01,102.88,-0.05,41.0,19.0,0.0002548217773437643,41.00025482177735,0.0,41.0,0.0002548217773437643
1992-07-01,102.84,-0.04,11.6,20.1,0.00012741088867188215,11.600127410888671,0.0,11.6,0.00012741088867188215
1992-08-01,102.73,-0.11,49.9,20.9,6.370544433594108e-05,49.90006370544433,0.0,49.9,6.370544433594108e-05
1992-09-01,102.62,-0.11,17.5,13.3,3.185272216797054e-05,17.500031852722167,0.0,17.5,3.185272216797054e-05
1992-10-01,102.56,-0.06,28.0,5.7,1.592636108398527e-05,28.000015926361083,0.0,28.0,1.592636108398527e-05
1992-11-01,102.56,0.0,43.7,4.0,7.963180541992634e-06,43.700007963180546,0.0,43.7,7.963180541992634e-06
1992-12-01,102.59,0.03,26.1,-0.6,5.5742263793948436e-06,26.100002388954163,0.0,26.1,2.3889541625977904e-06
1993-01-01,102.62,0.03,47.7,0.4,2.7871131896974218e-06,47.70000278711319,0.0,47.7,2.7871131896974218e-06
1993-02-01,102.67,0.05,31.5,-0.8,1.950979232788195e-06,31.500000836133957,0.0,31.5,8.361339569092265e-07
1993-03-01,102.7,0.03,33.2,1.8,9.754896163940976e-07,33.20000097548962,0.0,33.2,9.754896163940976e-07
1993-04-01,102.74,0.04,12.7,9.2,4.877448081970488e-07,12.700000487744807,0.0,12.7,4.877448081970488e-07
1993-05-01,102.71,-0.03,25.7,16.4,2.438724040985244e-07,25.700000243872402,0.0,25.7,2.438724040985244e-07
1993-06-01,102.67,-0.04,53.1,15.6,1.219362020492622e-07,53.100000121936205,0.0,53.1,1.219362020492622e-07
1993-07-01,102.67,0.0,102.3,16.3,6.09681010246311e-08,102.3000000609681,0.0,102.3,6.09681010246311e-08
1993-08-01,102.67,0.0,42.4,16.3,3.048405051231555e-08,42.40000003048405,0.0,42.4,3.048405051231555e-08
1993-09-01,102.64,-0.03,79.8,12.1,1.5242025256157775e-08,79.80000001524202,0.0,79.8,1.5242025256157775e-08
1993-10-01,102.63,-0.01,16.7,8.0,7.621012628078887e-09,16.70000000762101,0.0,16.7,7.621012628078887e-09
1993-11-01,102.63,0.0,40.7,-0.7,5.3347088396552215e-09,40.70000000228631,0.0,40.7,2.2863037884236663e-09
1993-12-01,102.65,0.02,91.0,2.2,2.6673544198276107e-09,91.00000000266735,0.0,91.0,2.6673544198276107e-09
1994-01-01,102.79,0.14,39.5,2.4,1.3336772099138054e-09,39.500000001333675,0.0,39.5,1.3336772099138054e-09
1994-02-01,102.93,0.14,25.8,-2.2,12.900000001333678,12.9,12.9,12.9,0.0
1994-03-01,102.95,0.02,58.7,4.4,6.450000000666839,65.15000000066684,0.0,58.7,6.450000000666839
